Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-02 04:00:00-05:00,424.45,424.96,423.82,424.67,0,0.0,0.0
2025-01-02 05:00:00-05:00,424.61,425.62,424.25,425.05,0,0.0,0.0
2025-01-02 06:00:00-05:00,425.23,426.57,425.08,425.97,0,0.0,0.0
2025-01-02 07:00:00-05:00,425.84,428.24,425.68,427.65,0,0.0,0.0
2025-01-02 08:00:00-05:00,427.7,439.57,421.5,425.85,0,0.0,0.0
2025-01-02 09:00:00-05:00,425.695,427.3,425.02,425.5,0,0.0,0.0
2025-01-02 09:30:00-05:00,425.5299987792969,426.07000732421875,422.260009765625,423.19000244140625,3224271,0.0,0.0
2025-01-02 10:30:00-05:00,423.1199951171875,423.364990234375,420.3299865722656,421.4800109863281,1539350,0.0,0.0
2025-01-02 11:30:00-05:00,421.489990234375,422.3599853515625,418.05999755859375,418.3399963378906,1613253,0.0,0.0
2025-01-02 12:30:00-05:00,418.2200012207031,418.31878662109375,414.8500061035156,416.2300109863281,1859616,0.0,0.0
2025-01-02 13:30:00-05:00,416.20001220703125,417.32000732421875,414.9599914550781,417.07000732421875,1408676,0.0,0.0
2025-01-02 14:30:00-05:00,416.95001220703125,418.5299987792969,416.30999755859375,418.19000244140625,1207886,0.0,0.0
2025-01-02 15:30:00-05:00,418.25,418.95001220703125,417.8699951171875,418.69000244140625,1705054,0.0,0.0
2025-01-02 16:00:00-05:00,418.58,435.24,418.3,418.78,0,0.0,0.0
2025-01-02 17:00:00-05:00,418.74,440.38,394.5207,418.705,0,0.0,0.0
2025-01-02 18:00:00-05:00,418.75,418.78,418.03,418.32,0,0.0,0.0
