Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-03 04:00:00-05:00,420.52,421.8,420.04,421.59,0,0.0,0.0
2025-01-03 05:00:00-05:00,421.56,421.6,420.77,420.87,0,0.0,0.0
2025-01-03 06:00:00-05:00,420.82,421.0,420.46,420.7,0,0.0,0.0
2025-01-03 07:00:00-05:00,420.69,420.7,419.43,419.73,0,0.0,0.0
2025-01-03 08:00:00-05:00,419.84,451.01,419.4,419.75,0,0.0,0.0
2025-01-03 09:00:00-05:00,420.0,425.31,415.31,421.75,0,0.0,0.0
2025-01-03 09:30:00-05:00,421.0249938964844,423.739990234375,420.1499938964844,420.9200134277344,2820593,0.0,0.0
2025-01-03 10:30:00-05:00,420.9100036621094,422.0899963378906,419.55010986328125,421.40301513671875,1541080,0.0,0.0
2025-01-03 11:30:00-05:00,421.3599853515625,422.6549987792969,421.07000732421875,421.07000732421875,1191455,0.0,0.0
2025-01-03 12:30:00-05:00,421.1099853515625,422.67999267578125,420.95001220703125,422.6549987792969,1426864,0.0,0.0
2025-01-03 13:30:00-05:00,422.67999267578125,423.8800048828125,422.2809143066406,423.510009765625,2019241,0.0,0.0
2025-01-03 14:30:00-05:00,423.6000061035156,424.0199890136719,422.44500732421875,422.6600036621094,1128323,0.0,0.0
2025-01-03 15:30:00-05:00,422.6300048828125,423.8800048828125,421.6000061035156,423.3500061035156,1944507,0.0,0.0
2025-01-03 16:00:00-05:00,423.37,434.6167,397.7147,423.25,0,0.0,0.0
2025-01-03 17:00:00-05:00,423.13,423.875,401.9548,423.475,0,0.0,0.0
2025-01-03 18:00:00-05:00,423.48,424.72,423.26,424.58,0,0.0,0.0
