Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-10 04:00:00-05:00,423.84,424.04,423.13,423.25,0,0.0,0.0
2025-01-10 05:00:00-05:00,423.25,423.9,423.21,423.9,0,0.0,0.0
2025-01-10 06:00:00-05:00,423.95,424.67,423.7,424.5,0,0.0,0.0
2025-01-10 07:00:00-05:00,424.5,424.65,423.65,424.05,0,0.0,0.0
2025-01-10 08:00:00-05:00,424.1,425.01,422.8912,424.3,0,0.0,0.0
2025-01-10 09:00:00-05:00,424.2,424.981,420.3,424.76,0,0.0,0.0
2025-01-10 09:30:00-05:00,424.6099853515625,424.69500732421875,415.0199890136719,417.864990234375,4879879,0.0,0.0
2025-01-10 10:30:00-05:00,417.864990234375,419.889892578125,415.0299987792969,417.5400085449219,2308409,0.0,0.0
2025-01-10 11:30:00-05:00,417.4599914550781,418.3450012207031,416.1499938964844,418.2799987792969,1383492,0.0,0.0
2025-01-10 12:30:00-05:00,418.32000732421875,422.75,418.1400146484375,422.05999755859375,1344736,0.0,0.0
2025-01-10 13:30:00-05:00,422.2099914550781,423.32000732421875,420.760009765625,421.6700134277344,1183601,0.0,0.0
2025-01-10 14:30:00-05:00,421.739990234375,421.739990234375,420.0799865722656,420.1600036621094,1157415,0.0,0.0
2025-01-10 15:30:00-05:00,420.25,420.75,418.79998779296875,418.8999938964844,2003261,0.0,0.0
2025-01-10 16:00:00-05:00,418.95,419.45,418.5,418.825,0,0.0,0.0
2025-01-10 17:00:00-05:00,418.8997,419.4,418.7501,418.92,0,0.0,0.0
2025-01-10 18:00:00-05:00,418.88,425.0326,390.1102,418.94,0,0.0,0.0
