Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-06 04:00:00-05:00,244.05,245.28,243.98,244.96,0,0.0,0.0
2025-01-06 05:00:00-05:00,244.95,245.1,244.9,245.08,0,0.0,0.0
2025-01-06 06:00:00-05:00,245.04,245.22,244.82,245.18,0,0.0,0.0
2025-01-06 07:00:00-05:00,245.18,245.28,244.35,244.44,0,0.0,0.0
2025-01-06 08:00:00-05:00,244.44,245.3074,243.36,244.25,0,0.0,0.0
2025-01-06 09:00:00-05:00,244.22,245.13,242.675,244.36,0,0.0,0.0
2025-01-06 09:30:00-05:00,244.3300018310547,246.1826934814453,243.83999633789062,245.5500030517578,10577599,0.0,0.0
2025-01-06 10:30:00-05:00,245.5399932861328,247.3300018310547,245.3300018310547,246.74000549316406,5006800,0.0,0.0
2025-01-06 11:30:00-05:00,246.7550048828125,246.76100158691406,245.7012939453125,245.77000427246094,3354093,0.0,0.0
2025-01-06 12:30:00-05:00,245.75999450683594,245.8699951171875,244.47999572753906,245.02999877929688,3070077,0.0,0.0
2025-01-06 13:30:00-05:00,245.02999877929688,245.17999267578125,244.60000610351562,244.97999572753906,2065770,0.0,0.0
2025-01-06 14:30:00-05:00,244.97999572753906,245.1300048828125,244.4250030517578,244.89500427246094,2306175,0.0,0.0
2025-01-06 15:30:00-05:00,244.91000366210938,245.33999633789062,244.4199981689453,245.0,3773029,0.0,0.0
2025-01-06 16:00:00-05:00,245.0,245.02,244.6,244.675,0,0.0,0.0
2025-01-06 17:00:00-05:00,244.675,245.0,229.248,244.575,0,0.0,0.0
2025-01-06 18:00:00-05:00,244.575,244.8,244.575,244.75,0,0.0,0.0
