Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-02 04:00:00-05:00,251.25,251.98,250.98,251.69,0,0.0,0.0
2025-01-02 05:00:00-05:00,251.73,251.82,250.25,250.85,0,0.0,0.0
2025-01-02 06:00:00-05:00,250.8,250.91,250.24,250.32,0,0.0,0.0
2025-01-02 07:00:00-05:00,250.33,251.1,249.92,251.06,0,0.0,0.0
2025-01-02 08:00:00-05:00,251.01,251.79,249.8697,250.445,0,0.0,0.0
2025-01-02 09:00:00-05:00,250.41,252.4,248.18,248.95,0,0.0,0.0
2025-01-02 09:30:00-05:00,248.92999267578125,249.10000610351562,244.8000030517578,245.73989868164062,13501229,0.0,0.0
2025-01-02 10:30:00-05:00,245.6300048828125,245.8800048828125,244.16009521484375,244.89500427246094,6830782,0.0,0.0
2025-01-02 11:30:00-05:00,244.90989685058594,245.25,243.32000732421875,243.42860412597656,4384552,0.0,0.0
2025-01-02 12:30:00-05:00,243.41000366210938,243.41000366210938,242.30999755859375,242.6862030029297,6464462,0.0,0.0
2025-01-02 13:30:00-05:00,242.6699981689453,242.83999633789062,241.82009887695312,242.4884033203125,5547977,0.0,0.0
2025-01-02 14:30:00-05:00,242.47999572753906,243.44000244140625,241.87130737304688,243.23109436035156,5106418,0.0,0.0
2025-01-02 15:30:00-05:00,243.25,243.9499969482422,243.01019287109375,243.82000732421875,6023491,0.0,0.0
2025-01-02 16:00:00-05:00,243.8,254.55,243.44,243.625,0,0.0,0.0
2025-01-02 17:00:00-05:00,243.625,243.65,243.45,243.65,0,0.0,0.0
2025-01-02 18:00:00-05:00,243.64,243.65,243.11,243.18,0,0.0,0.0
