Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-12-31 04:00:00-05:00,252.0,252.93,251.81,252.93,0,0.0,0.0
2024-12-31 05:00:00-05:00,252.88,253.27,252.88,253.03,0,0.0,0.0
2024-12-31 06:00:00-05:00,253.0,253.41,252.71,252.94,0,0.0,0.0
2024-12-31 07:00:00-05:00,252.93,253.47,252.87,253.38,0,0.0,0.0
2024-12-31 08:00:00-05:00,253.32,253.48,251.5802,252.31,0,0.0,0.0
2024-12-31 09:00:00-05:00,252.56,253.035,251.01,252.435,0,0.0,0.0
2024-12-31 09:30:00-05:00,252.66000366210938,253.27999877929688,251.32000732421875,251.6876983642578,5118031,0.0,0.0
2024-12-31 10:30:00-05:00,251.69000244140625,252.139892578125,251.02499389648438,251.17999267578125,2379768,0.0,0.0
2024-12-31 11:30:00-05:00,251.17999267578125,251.5500030517578,250.64999389648438,250.71629333496094,1975317,0.0,0.0
2024-12-31 12:30:00-05:00,250.6999969482422,250.75999450683594,249.44000244140625,249.69000244140625,3894785,0.0,0.0
2024-12-31 13:30:00-05:00,249.69000244140625,250.26800537109375,249.52999877929688,249.77000427246094,2272071,0.0,0.0
2024-12-31 14:30:00-05:00,249.76499938964844,250.8800048828125,249.69000244140625,250.7700958251953,3376639,0.0,0.0
2024-12-31 15:30:00-05:00,250.77000427246094,251.0800018310547,249.5,250.3800048828125,7162976,0.0,0.0
2024-12-31 16:00:00-05:00,250.38,250.7888,250.11,250.465,0,0.0,0.0
2024-12-31 17:00:00-05:00,250.43,250.54,250.41,250.43,0,0.0,0.0
2024-12-31 18:00:00-05:00,250.4301,250.5,250.42,250.42,0,0.0,0.0
