Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-08 04:00:00-05:00,196.01,196.34,195.58,195.69,0,0.0,0.0
2025-01-08 05:00:00-05:00,195.67,195.96,195.52,195.96,0,0.0,0.0
2025-01-08 06:00:00-05:00,195.8,195.84,194.96,194.96,0,0.0,0.0
2025-01-08 07:00:00-05:00,195.04,195.04,193.42,193.65,0,0.0,0.0
2025-01-08 08:00:00-05:00,193.62,196.4488,193.04,194.23,0,0.0,0.0
2025-01-08 09:00:00-05:00,194.38,194.41,193.186,193.93,0,0.0,0.0
2025-01-08 09:30:00-05:00,193.94500732421875,197.63999938964844,193.75,195.97000122070312,3562766,0.0,0.0
2025-01-08 10:30:00-05:00,195.92999267578125,196.7299041748047,195.10000610351562,195.94000244140625,1360746,0.0,0.0
2025-01-08 11:30:00-05:00,195.92999267578125,196.89999389648438,195.57000732421875,195.6826934814453,1499175,0.0,0.0
2025-01-08 12:30:00-05:00,195.7100067138672,197.1999969482422,195.36000061035156,196.91009521484375,1048999,0.0,0.0
2025-01-08 13:30:00-05:00,196.91000366210938,197.02000427246094,195.82000732421875,196.85499572753906,863372,0.0,0.0
2025-01-08 14:30:00-05:00,196.83999633789062,196.83999633789062,195.1699981689453,195.38999938964844,934208,0.0,0.0
2025-01-08 15:30:00-05:00,195.38999938964844,195.52999877929688,194.8300018310547,195.4499969482422,1680052,0.0,0.0
2025-01-08 16:00:00-05:00,195.39,198.725,194.96,195.18,0,0.0,0.0
2025-01-08 17:00:00-05:00,170.82,195.38,168.089,195.37,0,0.0,0.0
2025-01-08 18:00:00-05:00,195.3,195.39,194.97,195.25,0,0.0,0.0
