Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-07 04:00:00-05:00,197.99,198.17,197.75,198.05,0,0.0,0.0
2025-01-07 05:00:00-05:00,198.09,198.27,197.32,197.8,0,0.0,0.0
2025-01-07 06:00:00-05:00,197.83,198.05,197.77,197.9,0,0.0,0.0
2025-01-07 07:00:00-05:00,197.88,198.08,197.46,197.51,0,0.0,0.0
2025-01-07 08:00:00-05:00,197.55,198.3888,197.3701,198.1,0,0.0,0.0
2025-01-07 09:00:00-05:00,198.12,198.69,195.235,198.2,0,0.0,0.0
2025-01-07 09:30:00-05:00,198.57000732421875,202.13999938964844,198.43499755859375,199.94679260253906,4621471,0.0,0.0
2025-01-07 10:30:00-05:00,199.2899932861328,199.70599365234375,197.5800018310547,199.58999633789062,2359875,0.0,0.0
2025-01-07 11:30:00-05:00,199.55999755859375,199.55999755859375,197.0399932861328,197.67820739746094,1400926,0.0,0.0
2025-01-07 12:30:00-05:00,197.66000366210938,197.77499389648438,196.60000610351562,197.7032928466797,903702,0.0,0.0
2025-01-07 13:30:00-05:00,197.68499755859375,197.88450622558594,196.89999389648438,197.63999938964844,809522,0.0,0.0
2025-01-07 14:30:00-05:00,197.69000244140625,197.70680236816406,196.02999877929688,196.27999877929688,1189004,0.0,0.0
2025-01-07 15:30:00-05:00,196.3000030517578,197.02000427246094,195.94000244140625,196.75,1521468,0.0,0.0
2025-01-07 16:00:00-05:00,196.76,196.97,195.86,195.9008,0,0.0,0.0
2025-01-07 17:00:00-05:00,195.96,196.1,195.29,195.5364,0,0.0,0.0
2025-01-07 18:00:00-05:00,195.56,196.11,195.38,196.1,0,0.0,0.0
