Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-02 04:00:00-05:00,191.49,192.26,191.32,192.05,0,0.0,0.0
2025-01-02 05:00:00-05:00,192.0,192.04,191.62,191.75,0,0.0,0.0
2025-01-02 06:00:00-05:00,191.71,191.78,191.3,191.68,0,0.0,0.0
2025-01-02 07:00:00-05:00,191.69,192.69,191.62,192.5,0,0.0,0.0
2025-01-02 08:00:00-05:00,192.51,192.68,190.9812,192.17,0,0.0,0.0
2025-01-02 09:00:00-05:00,192.2,192.44,190.74,191.56,0,0.0,0.0
2025-01-02 09:30:00-05:00,191.89500427246094,193.1999969482422,189.61000061035156,191.5800018310547,3999487,0.0,0.0
2025-01-02 10:30:00-05:00,191.58999633789062,191.6999969482422,190.5800018310547,191.42999267578125,2099925,0.0,0.0
2025-01-02 11:30:00-05:00,191.4199981689453,192.02999877929688,189.41610717773438,189.5229949951172,1710106,0.0,0.0
2025-01-02 12:30:00-05:00,189.50999450683594,190.21800231933594,188.7100067138672,190.0500030517578,2777829,0.0,0.0
2025-01-02 13:30:00-05:00,190.00999450683594,190.6300048828125,189.32000732421875,190.33999633789062,1177880,0.0,0.0
2025-01-02 14:30:00-05:00,190.33999633789062,190.75,189.83999633789062,190.39999389648438,1402906,0.0,0.0
2025-01-02 15:30:00-05:00,190.44000244140625,190.9282989501953,190.27000427246094,190.58999633789062,1690664,0.0,0.0
2025-01-02 16:00:00-05:00,190.62,190.75,190.22,190.33,0,0.0,0.0
2025-01-02 17:00:00-05:00,190.44,202.1738,190.21,190.395,0,0.0,0.0
2025-01-02 18:00:00-05:00,190.395,190.55,190.0,190.04,0,0.0,0.0
