Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-10 04:00:00-05:00,395.51,396.38,393.22,395.86,0,0.0,0.0
2025-01-10 05:00:00-05:00,395.8,397.14,395.76,396.53,0,0.0,0.0
2025-01-10 06:00:00-05:00,396.69,399.0,396.5,398.35,0,0.0,0.0
2025-01-10 07:00:00-05:00,398.27,398.68,395.0,395.0,0,0.0,0.0
2025-01-10 08:00:00-05:00,394.94,399.03,393.4012,395.434,0,0.0,0.0
2025-01-10 09:00:00-05:00,395.59,396.09,387.92,391.28,0,0.0,0.0
2025-01-10 09:30:00-05:00,389.17999267578125,399.25,383.489990234375,390.0950012207031,21051200,0.0,0.0
2025-01-10 10:30:00-05:00,390.1462097167969,396.1499938964844,387.6000061035156,388.1413879394531,10050184,0.0,0.0
2025-01-10 11:30:00-05:00,388.0849914550781,391.9599914550781,387.0,391.46990966796875,5850880,0.0,0.0
2025-01-10 12:30:00-05:00,391.25,398.2998962402344,391.0899963378906,397.3599853515625,7338083,0.0,0.0
2025-01-10 13:30:00-05:00,397.5,397.7900085449219,393.67010498046875,395.760009765625,5234008,0.0,0.0
2025-01-10 14:30:00-05:00,395.8110046386719,396.95001220703125,393.1311950683594,393.9599914550781,4660858,0.0,0.0
2025-01-10 15:30:00-05:00,393.79998779296875,395.5,392.55999755859375,394.8599853515625,4549472,0.0,0.0
2025-01-10 16:00:00-05:00,394.79,395.18,393.61,394.02,0,0.0,0.0
2025-01-10 17:00:00-05:00,394.3,394.74,393.5,393.86,0,0.0,0.0
2025-01-10 18:00:00-05:00,393.8996,394.74,393.51,393.6331,0,0.0,0.0
