Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-06 04:00:00-05:00,411.14,418.19,411.14,417.32,0,0.0,0.0
2025-01-06 05:00:00-05:00,417.39,417.68,415.31,415.31,0,0.0,0.0
2025-01-06 06:00:00-05:00,415.39,416.49,413.73,416.45,0,0.0,0.0
2025-01-06 07:00:00-05:00,416.38,418.74,415.2,418.19,0,0.0,0.0
2025-01-06 08:00:00-05:00,418.25,422.77,411.14,422.736,0,0.0,0.0
2025-01-06 09:00:00-05:00,422.7,424.32,381.255,423.26,0,0.0,0.0
2025-01-06 09:30:00-05:00,422.04998779296875,426.42999267578125,411.2001037597656,416.3399963378906,30530722,0.0,0.0
2025-01-06 10:30:00-05:00,416.4800109863281,418.1300048828125,407.95001220703125,411.1000061035156,12232787,0.0,0.0
2025-01-06 11:30:00-05:00,411.07501220703125,411.7398986816406,406.8800048828125,409.2200012207031,9043377,0.0,0.0
2025-01-06 12:30:00-05:00,409.2950134277344,410.9200134277344,405.16778564453125,406.6499938964844,6524079,0.0,0.0
2025-01-06 13:30:00-05:00,406.6639099121094,407.1199951171875,401.70001220703125,404.05999755859375,8214105,0.0,0.0
2025-01-06 14:30:00-05:00,403.96099853515625,407.9198913574219,402.1199951171875,407.5,6809279,0.0,0.0
2025-01-06 15:30:00-05:00,407.5299987792969,411.3699951171875,403.67120361328125,411.04998779296875,8253417,0.0,0.0
2025-01-06 16:00:00-05:00,411.05,413.15,409.71,411.5,0,0.0,0.0
2025-01-06 17:00:00-05:00,411.47,411.82,410.03,411.03,0,0.0,0.0
2025-01-06 18:00:00-05:00,410.97,411.5,410.8,411.145,0,0.0,0.0
